Référent SEE;"SERMA
Date";Type;Numéro de dossier;Comm.;Liens
MCO;2025-02-20 00:00:00;DD;336796;Genève;
MBA;2025-05-14 00:00:00;DD;337093;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 337093 Parc CHUIT
ASC;2025-04-08 00:00:00;DD;337283;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 337283 Contre-sens Batailleux
MCO;2025-05-08 00:00:00;DD;337346;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 337346 construction 2 couverts-Serbeco
MCO;2025-08-11 00:00:00;DD;337651;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 337651 Construction bâtiment stockage et activités - Rouettes
ASC;2025-06-02 00:00:00;DD;337954;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 337954 Boues STEP Aïre
PRA;2025-06-23 00:00:00;DD;338085;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 338085 Voie-des-Traz
MBA;2025-05-26 00:00:00;DD;338365;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 338365 Renaturation Drize - Secteur Chapelle
MCO;2025-05-15 00:00:00;DD;338384;Dardagny;
ASC;2025-06-23 00:00:00;DD;338544;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 338544 STEP Aïre chaleur fatale
MCO;2025-07-23 00:00:00;DD;338714;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 338714 VVGB - S1
CT;2025-09-26 00:00:00;DD;338801;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 338801 Rte de l'Uche
MBA;2025-07-03 00:00:00;DD;339510;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339510 Protection contre les crues et revitalisation de l'Aire
MBA;2025-09-09 00:00:00;DD;339580;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339580 Deux immeubles Onex
GW;2025-10-13 00:00:00;DD;339733;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339733 - 2 Bât logements Surville
CT;2026-10-09 00:00:00;DD;339762;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339762 Promenade des Cirses - Veyrier
PRA;2025-09-29 00:00:00;DD;339862;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339862 BHNS Pinchat-Veyrier - DD1
MBA;2025-10-22 00:00:00;DD;339875;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339875 Patinoires Trèfle Blanc
FST;2025-08-14 00:00:00;DD;339965;Jussy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 339965 Agrandissement d'un hangar agricole - Jussy
MBA;2025-10-07 00:00:00;DD;340067;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 340067 Extraction de graviers et création d'un exutoire dans l'Arande
ASC;2025-11-17 00:00:00;DD;340317;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 340317 Passerelle BIBC
ASC;2025-11-10 00:00:00;DD;340344;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 340344 Mâchefers Bois-de-Bay
FST;2025-12-11 00:00:00;DD;341042;Avusy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 341042 Compartiment de type B - Avusy
GW;2025-12-11 00:00:00;DD;341213;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 341213 Serbeco Praille Eaux
AM;;MZ;11047;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 110475 8 immeubles issus les Sciers
DL;;MZ;11156;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111563 Firmenich - Entrepot et laboratoires
GW;;MZ;11177;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\St-Mathieu - DD 111778 et DD 111662
DL;;MZ;11232;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112320 Champ du Chateau - Collecteurs
CT;;MZ;11279;Genève-Cité, Cologny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112790 erreur aiguillage projet renvoye OAC
ASC;;MZ;18247;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-247 Epeisses SA
DL;;MZ;18256;;
ASC;2023-12-05 00:00:00;MZ;29172;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29172 - Louis-Casaï - Vernier
ASC;;MZ;29692;Chambésy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29692 Rive-Belle Chambésy
HL;;MZ;29712;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29712 PAV
ASC;;MZ;29748;Châtelaine;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29748 Châtelaine-Franchises
DL;;MZ;29894;Pallanterie;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29894-525 - Pallanterie
AM;;MZ;29910;Troinex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29910 Troinex Ch Lullin nant de sac
AM;;MZ;29922;Avusy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29922 Avusy
DL;;MZ;29936;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29936 La Susette - Grand-Saconnex
CT;2021-08-20 00:00:00;MZ;29937;Meinier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29937 Carre d'Amont
CT;2021-08-20 00:00:00;MZ;29939;Meinier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29939 Carre d'Aval
CT;;MZ;29945;Puplinge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29945 Les Dardelles (Puplinge)
MS;;MZ;29954;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29954 Bernex Est
GW;;MZ;29955;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29955 Vailly Sud - Bernex
ASC;;MZ;29958;Petit-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29958 Les Crêts - Petit Saconnex
CT;2020-03-13 00:00:00;MZ;29966;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29966 ZDAM Meyrin et Satigny
DL;;MZ;29977;Gd-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29977 Pré-du-Stand - Route de Colovrex
DL;;MZ;29988;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29988 Bois Brulé
AM;;MZ;29992;Compesières;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 29992 Compesières, Bardonnex
DL;;MZ;29995;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29995 Bois Brulé
WV;;MZ;30002;Eaux-Vives;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30002 plage
ASC;;MZ;30006;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30006 Grands-Champs Bellevue
ASC;;MZ;30011;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30011 Balexert av. du Pailly
LG;;MZ;30017;Collonge-Bellerive;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30017 Hameau St Maurice - Collonge-Bellerive
GW;;MZ;30046;Meinier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30046 Corsinge Manège du Chambet (Meinier)
MS;;MZ;30048;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30048 Trèfle Blanc
ASC;;MZ;30056;Choulex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30056 Hameau de Chevrier - Choulex
CT;;MZ;30057;Choulex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30057 - Entrée ouest de Choulex
GW;;MZ;30058;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30058 Goutte Saint-Mathieu
AL;;MZ;30059;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30059 - Carantec
AL;;MZ;30060;Collex-Bossy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30060 Bracasset - Collex-Bossy
AL;;MZ;30061;Collex-Bossy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30061 Houchettes - Collex-Bossy
AL;;MZ;30067;Satigny/Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30067 La Tuilière
ASC;;MZ;30068;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30068 Satigny-Dessus complexe école_mairie
CT;;MZ;30071;Collonge-Bellerive;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30071 Collonge-Bellerive
CT;;MZ;30076;Jussy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30076 - Hameau de Sionnet - Jussy
CT;;MZ;30078;Jussy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30078 - Hameau de Monniaz - Jussy
;;MZ;30085;Versoix;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30085 Le Vengeron
;2020-08-27 00:00:00;MZ;30089;Puplinge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30089 Puplinge Brolliets
AM;;MZ;30108;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30108 Moraines du Rhône
DL;;MZ;30121;Dardagny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30121 DS Dardagny
AM;;MZ;30125;Avusy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30125 Creux du Loup
ASC;;MZ;30135;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30135 Louis-Casaï Vernier
CT;;MZ;30146;Thonex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30146 Ch du Foron
CT;2021-03-31 00:00:00;MZ;30181;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30181 Les Verchères
AM;2021-11-03 00:00:00;MZ;30184;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30184-544 - Moraines-Fillon - Carouge
CT;2023-05-23 00:00:00;MZ;30197;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30197 - Veyrier - Tricouni et Marais
CT;2021-08-23 00:00:00;MZ;30199;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30199 - Petite-Boissière - Eaux-Vives
;2020-07-02 00:00:00;MZ;30200;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30200 Village du Grand Lancy
;2020-10-20 00:00:00;MZ;30201;Chêne-Bougeries;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30201-511 Le Moulanais
CT;2022-03-25 00:00:00;MZ;30207;Collonge-Bellerive;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30207 - La Combe - Collonge-Bellerive
AM;2021-05-12 00:00:00;MZ;30208;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30208 - ET Onex-Centre - initiative communale
MBA;2025-02-12 00:00:00;MZ;30210;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30210 - Pointe de la Jonction
FST;2024-08-13 00:00:00;MZ;30215;Jussy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30215 - HES Lullier - Jussy
CT;2022-03-03 00:00:00;MZ;30217;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30217 - Seymaz-Sud - Chêne-Bourg
CT;2023-04-19 00:00:00;MZ;30224;Jussy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30224 - Jussy - Les Beillans - La Loure
AM;2022-05-05 00:00:00;MZ;30227;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30227 Les Fraisiers - Lancy
GW;2024-05-30 00:00:00;MZ;30228;Troinex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30228 Moillebin - Troinex
ASC;2023-05-22 00:00:00;MZ;30229;Genthod;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30229 - Valavran - Genthod-Bellevue
FST;2023-11-16 00:00:00;MZ;30261;Corsier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30261 - Prés-Grange - Corsier
ASC;2025-08-19 00:00:00;MZ;30269;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30269 ZD 4A - Vernier
GW;;PLQ;10589;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 105890_Lot B1
AM;;PLQ;10750;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 107505 Patek Philippe PP6
CT;;PLQ;10836;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 108363 CFF_Eaux-Vives -Parking&Commerces
GW;;PLQ;11131;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111310 Vernets  Bâtiment C
GW;;PLQ;11177;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\St-Mathieu - DD 111778 et DD 111662
GW;;PLQ;11186;Lancy ;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 111863 Surville Immeubles 3-4-5
DL;;PLQ;11215;La Plaine;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112156 Firmenich - Abris presse fûts
ASC;;PLQ;11280;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 112809 - GICORD
ASC;;PLQ;18242;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-242 - ESREC des Chânats
CT;;PLQ;18244;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 18-244 Jaquier Services SA
GW;;PLQ;19262;Troinex-Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 19-262 Bidaux et Rosset
ASC;2023-08-28 00:00:00;PLQ;27346;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 27346-526 - Abrogation - La Prulay 19 - Meyrin
MBA;2025-01-30 00:00:00;PLQ;27477;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 27477 Les Morgines - Lancy
AM;2022-01-21 00:00:00;PLQ;27597;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 27597-307 - Abrogation - Plainpalais
ASC;2022-08-25 00:00:00;PLQ;27770;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 27770 Valombre Blandonnet
DL;2021-01-18 00:00:00;PLQ;27912;Versoix;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 27912 Chemin Ami Argand Versoix - Abrogation partielle
;2020-06-29 00:00:00;PLQ;28709;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 28709 - procédure d'abandon
CT;2021-07-23 00:00:00;PLQ;28970;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 28970 - Abrogation - Chêne-Bourg (DR 18538)
ASC;;PLQ;29749;Petit-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29749 Petit-Saconnex _av. de Châtelaine - rte des Franchises
ASC;;PLQ;29780;Versoix;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29780 Les Buissonnets - Versoix
DL;;PLQ;29833;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29833 Michée Chauderon
AL;;PLQ;29834;Petit-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29834 Fontaines Saintes Petit-Saconnex
AM;;PLQ;29835;Lancy;
MCO;2023-07-19 00:00:00;PLQ;29884;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29884 Chapelle Gui
DL;;PLQ;29902;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29902 Champ du Château
ASC;;PLQ;29947;Meyrin-Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29947 Quartier de l'Etang
ASC;;PLQ;29950;Vieusseux;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29950 cité Vieusseux
ASC;;PLQ;29967;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29967 Route de la Gare-de-Satigny
AM;;PLQ;29972;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29972 Batelle
DL;;PLQ;29975;Meyrin-Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PDZI\PDZI 29975 B ZIBAT Nord
MS;;PLQ;29978;Chêne-Bougeries;
DL;;PLQ;29981;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29981 - COE
GW;;PLQ;29983;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29983 Maison Vessy - Grands Esserts 1.1
GW;;PLQ;29989;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 29989 Les Vernets
CT;;PLQ;30008;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30008 Ferme - Grands Esserts 1.2
DL;;PLQ;30009;Petit-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30009 Pré Cartelier
AM;;PLQ;30010;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30010 Chambert Lully Bernex
CT;2022-07-06 00:00:00;PLQ;30016;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30016 Chemin de la Mousse
GW;;PLQ;30020;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30020 St-Mathieu
GW;;PLQ;30021;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30021 Grouet
MCO;2025-01-20 00:00:00;PLQ;30022;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30022 Vailly
CT;;PLQ;30038;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30038 Beaux-Champs - Grands Esserts 1.3
AM;;PLQ;30043;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30043 Rolliet Cherpines
GW;;PLQ;30044;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30044 Etoile 1 PAV
PRA;2024-11-12 00:00:00;PLQ;30047;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30047 Boucle de tram Palettes - Semailles Lancy
ASC;2021-02-08 00:00:00;PLQ;30049;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30049 - Bourgogne - Petit-Saconnex
GW;2023-08-02 00:00:00;PLQ;30052;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30052 Acacias 1
AM;;PLQ;30062;Eaux-vives;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30062 Avenue Godefroy Eaux Vives
;2020-09-17 00:00:00;PLQ;30064;Versoix;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30064 Ilot Jean-Querret
AM;2020-06-10 00:00:00;PLQ;30065;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30065 Menuisiers Carouge
DL;;PLQ;30072;Petit-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30072 - Cité internationale du Grand-Morillon
AM;2021-07-06 00:00:00;PLQ;30081;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323365 PLQ 30081_La Mûre
CT;2022-07-19 00:00:00;PLQ;30082;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30082 Secteur Cirses - Grands Esserts
MBA;2024-09-24 00:00:00;PLQ;30087; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30087 Cherpines
AM;2023-02-09 00:00:00;PLQ;30088;Troinex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30088 Chemin Lullin
;2020-08-27 00:00:00;PLQ;30090;Puplinge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30090 Puplinge Brolliets
CT;2024-07-24 00:00:00;PLQ;30102;Thônex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30102 Communaux d'Ambilly pièce A1
CT;2024-07-24 00:00:00;PLQ;30103;Thônex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30103 Communaux d'Ambilly pièce A3
MBA;2025-09-04 00:00:00;PLQ;30112;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30112 Moraines du Rhône
DL;2020-06-26 00:00:00;PLQ;30114;Confignon;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30114 Vuillonnex
AM;;PLQ;30118;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\MZ\MZ 30118 Les Marais Cherpines
PRA;2025-04-29 00:00:00;PLQ;30123;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30123 Les Semailles
ASC;2023-11-10 00:00:00;PLQ;30126;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30126 - Carantec
;2020-09-29 00:00:00;PLQ;30128; -;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30128 Point Nord Ouest
GW;2025-03-27 00:00:00;PLQ;30129;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30129 Etoile 2
AM;2020-05-19 00:00:00;PLQ;30130;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30130 Grosselin 2
MBA;2024-06-04 00:00:00;PLQ;30131;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30131 Arare
ASC;2023-12-13 00:00:00;PLQ;30132;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30132 Morillon Parc
DL;2020-01-21 00:00:00;PLQ;30134;Petit-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30134 Cité de la Musique
ASC;;PLQ;30135;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\PLQ\PLQ 30135 Louis-Casaï Vernier
