Référent SEE;"SERMA
Date";Type;Numéro de dossier;Comm.;Liens
FST;2025-02-11 00:00:00;DD;113357;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113357 - BHNS - Tronçon n°3 « route de Veyrier »
ASC;2020-03-03 00:00:00;DD;113381;Confignon;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113381 - BR Le Paradis - Confignon
GW;2023-05-03 00:00:00;DD;113410;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113410 Centrale d'échanges thermiques Projet Vernets
;2020-07-09 00:00:00;DD;113541;Dardagny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113541 - Firmenich La Plaine - RTO
MBA;2025-03-27 00:00:00;DD;113572;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113572_2 Ellipse 2 Surville Bât 2
DL;2021-08-17 00:00:00;DD;113637;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113637 - Champ du Château - Aménagements extérieurs
GW;2021-08-25 00:00:00;DD;113684;Chancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 407-191 avec DD 113684 - Au Meuron
CT;2021-11-04 00:00:00;DD;113738;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113738 - Remplacement d’une centrale béton - Veyrier
GW;2022-04-26 00:00:00;DD;113887;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113887 - îlot B PLQ PAV Etoile 1
GW;2022-02-01 00:00:00;DD;113909;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113909 - Ellipse 1 Surville Bât 1 - Lancy
GW;2022-05-10 00:00:00;DD;113960;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113960 Ch. des Erables Lancy
CT;2021-02-17 00:00:00;DD;113964;Thônex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113964 - Pav. Jardiniers - Communaux d'Ambilly - Thônex
GW;2022-05-10 00:00:00;DD;113980;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 113980 Surville bat 7
ASC;2023-05-04 00:00:00;DD;114020;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114020 Sciers Bistoquette
AM;2022-05-24 00:00:00;DD;114024;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114024 Poulailler plan les Ouates
ASC;2022-01-13 00:00:00;DD;114031;Céligny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114031 Agrandissement Halle à poules Céligny
DL;2021-06-01 00:00:00;DD;114143;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114143 - RAE 07-130 - SRREC - Bois-de-Bay Satigny
RFSCH;2022-06-21 00:00:00;DD;114183;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114183 - RAE 21-308 - Jaquier SA - Satigny
ASC;2022-04-05 00:00:00;DD;114198;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114198 - Site Vengeron - Bellevue-Pregny-Chambésy
AM;2022-02-28 00:00:00;DD;114210;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114210 Servette Evaux Onex
AM;2022-02-28 00:00:00;DD;114213;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114213 Genève Servette
AM;2021-12-23 00:00:00;DD;114219;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\RAE\RAE 414-201 et DD 114219 - HOLCIM - Laconnex
ASC;2022-01-21 00:00:00;DD;114240;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114240 - Passerelle MD Etang (Vernier)
ASC;2022-06-27 00:00:00;DD;114264;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 114264 - Gravière d'Epeisses - Meyrin
AM;2021-03-12 00:00:00;DD;311472;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 311472 - 1 aménagement labo Genève
CT;2022-06-07 00:00:00;DD;313424;Intercommunal;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 313424 - Genilac - Pose de nouvelles conduites lacustres
MBA;2025-03-31 00:00:00;DD;313547;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 313547 - Groupe scolaire - Plan-les-Ouates
CT;2025-04-14 00:00:00;DD;313741;Anières;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 313741 - CAD Anières - Station pompage et conduites lac (part. 2)
CT;2025-12-02 00:00:00;DD;313743;Anières;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 313743 - CAD Anières - réseau terrestre (part. 1)
GW;2021-06-30 00:00:00;DD;314245;;
ASC;2026-10-09 00:00:00;DD;314849;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 314849 - COE - Grand-Saconnex
ASC;2023-06-06 00:00:00;DD;315149;Vernier;
GW;2021-08-19 00:00:00;DD;315304;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 315304 - SIG - Remplacement cogénérateur - Bernex
 -;2023-11-21 00:00:00;DD;315411;Meyrin;
GW;2024-06-03 00:00:00;DD;315953;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 315953 bâtiment de stockage et administratif Bardonnex
CT;2021-12-16 00:00:00;DD;316046;Thônex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 316046 - Connexion Voie Verte - Ch. de la Mousse
FST;2025-05-19 00:00:00;DD;316500;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 316500 Ducret PAV
GW;2023-02-01 00:00:00;DD;316675;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 316675 Ecole Vernets
PPH;2021-11-26 00:00:00;DD;316741;Lancy;
AM;2022-02-02 00:00:00;DD;316751;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 316751 Rolliet voiries communales
GW;2023-12-21 00:00:00;DD;317350;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 317350 Route accès Sciers
ASC;2023-02-16 00:00:00;DD;317457;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 317457 Voie verte d'agglomération - secteur 2
GW;2023-05-15 00:00:00;DD;317468;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 317468 Pré-Longet
GW;2022-03-25 00:00:00;DD;317802;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 317802
ASC;2025-10-02 00:00:00;DD;318582;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 318582 BHNS-GVZ secteur 1
ASC;2025-01-27 00:00:00;DD;318583;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 318583 BHNS-GVZ secteur 2
GW;2023-06-06 00:00:00;DD;319060;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 319060 Extension de la station d'épuration d'Aïre
RFSCH;2022-08-15 00:00:00;DD;319529;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 319529 Entretien et renforcement du Débarcadère «12 Pâquis »
CT;2022-06-21 00:00:00;DD;319551;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 319551 Ebiox Plateforme rail-route Bois-des-Frères
GW;2024-04-29 00:00:00;DD;319710;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 319710 construction de 2 barres de logements plan les ouates
ASC;2025-11-20 00:00:00;DD;321052;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 321052 38 logements Rolliet plan les ouates
MCO;2025-02-27 00:00:00;DD;321059;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 321059 - Installation du halle de traitement par venting bioremédiation
FST;2024-05-15 00:00:00;DD;321404;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 321404 Beaux-Champs
ASC;2023-01-23 00:00:00;DD;321766;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 321766 Parc Etang
GW;2025-03-24 00:00:00;DD;322211;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322211 PLQ La Mure
MCO;2022-12-16 00:00:00;DD;322219;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322219 - Pont-Butin 14 - Bât industriel - Lancy
ASC;2022-10-21 00:00:00;DD;322336;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322336 Création roselière
FST;2024-04-18 00:00:00;DD;322378;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322378 rampe logistique Champ-du-Château
ASC;2022-09-29 00:00:00;DD;322419;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322419 parking - photovoltaïque
CT;2025-10-30 00:00:00;DD;322685;Thônex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322685 Caran d'Ache
GW;2024-05-24 00:00:00;DD;322940;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 322940 PLQ La Mure
ASC;2023-03-21 00:00:00;DD;323219;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323219 VVA-RD - secteur 1
MCO;2024-06-06 00:00:00;DD;323240;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323240 - Esplanade des Rencontres 15
MCO;2024-04-29 00:00:00;DD;323365;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323365 PLQ 30081_La Mûre
GW;2023-02-13 00:00:00;DD;323382;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323382 SOGESTRI La Praille
GW;2023-02-10 00:00:00;DD;323422;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323422 Sous-Bernex
CT;2023-04-13 00:00:00;DD;323857;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 323857 Centre sportif de Vessy
GW;2025-06-23 00:00:00;DD;324097;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 324097 Drize Acacias
CT;2024-01-31 00:00:00;DD;325615;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 325615 Conduites Génilac de transport et de rejet d'eau (tronçon Rhône-Rue du Grütli)
ASC;2023-04-11 00:00:00;DD;325730;Genève;
GW;2024-01-31 00:00:00;DD;325748;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 325748 Caran d'Ache
MCO;2023-05-17 00:00:00;DD;325760;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 325760 Agrandissement d'une station de gaz naturel carburant
CT;2023-08-16 00:00:00;DD;325784;Versoix;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 325784 CODHA Pont-Céard
ASC;2025-03-06 00:00:00;DD;326521;Intercommunal;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 326521 BHNS-GVZ secteur 4 et 5
FST;2023-07-27 00:00:00;DD;326531;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 326531 Biogaz Mandement
CT;2024-01-31 00:00:00;DD;326812;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 326812 Construction bâtiment logement
MBA;2025-01-30 00:00:00;DD;326954;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 326954 EMS
ASC;2023-06-27 00:00:00;DD;327110;Genève;
MCO;2023-09-28 00:00:00;DD;327276;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327276 Halle de recyclage des gravats
MCO;2024-02-28 00:00:00;DD;327282;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327282 Passerelle de l'Etang
FST;2024-02-20 00:00:00;DD;327399;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327399
MCO;2024-09-19 00:00:00;DD;327605;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327605 Aménagements routiers route de Satigny (Mesures connexes barreau Mt-Fleury)
MCO;2023-07-24 00:00:00;DD;327616;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327616 Régularisation I-6484 - FTI - Satigny
ASC;2024-04-22 00:00:00;DD;327655;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327655 Construction d'une mairie Meyrin
MCO;2024-02-07 00:00:00;DD;327724;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327724 Avenue de l'Ain
MCO;2024-06-26 00:00:00;DD;327734;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327734 Passerelle piétonne Quai Mont-Blanc
MBA;2024-02-19 00:00:00;DD;327839;Plan-les-Ouates;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 327839 Plan-les-Ouates
MBA;2025-05-15 00:00:00;DD;328081;Confignon;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328081_2 Modification Batiment industriel Confignon
MCO;2023-10-12 00:00:00;DD;328217;Onex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328217 Renaturation Pont-du-Centenaire Onex
CT;2024-05-31 00:00:00;DD;328327;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328327 GENILAC STAE-PAV
CT;2025-10-03 00:00:00;DD;328328;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328328 GENILAC STAE-PAV Variante approfondie
MCO;2024-02-26 00:00:00;DD;328391;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328391 Boulevard Abarois
FST;;DD;328394;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328394 GESA-tranchée couverte
FST;;DD;328395;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328395 GESA-bande transporteuse aérienne
MBA;2024-02-09 00:00:00;DD;328417;Genève;
MBA;2025-08-11 00:00:00;DD;328782;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328782 Construction d'un nouvel immeuble Grand-Sac
MBA;2024-05-30 00:00:00;DD;328783;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328783 Construction d'un parking souterrain aménagement ext Grand-Sac
MBA;2025-12-19 00:00:00;DD;328784;Confignon;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328784 Bâtiment artisanale industrielle Cherpines
FST;2024-06-07 00:00:00;DD;328894;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 328894 Bâtiment 2 étages avec surface commerciale- Chêne-Bourg
ASC;2024-09-19 00:00:00;DD;329333;Chêne-Bougeries;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 329333 - Construction immeuble logement - Petit-Saconnex
GW;2023-12-20 00:00:00;DD;329589;Lancy;
MBA;2025-10-28 00:00:00;DD;329930;Bardonnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 329930 RAE 24-337 Bardograves
MCO;2024-02-14 00:00:00;DD;329980;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 329980 Paserelle MD Vernier
FST;2024-01-04 00:00:00;DD;330079;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 330079 - bâtiment C2 - Voies CFF - Vernier
GW;2024-04-02 00:00:00;DD;330177;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 330177 Ilot A
GW;2025-01-22 00:00:00;DD;330264;Intercommunal;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 330264 Remblayage Ronziers
MBA;2024-03-07 00:00:00;DD;330274;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 330274 Bâtiment admin et caf Morillons
FST;2025-01-07 00:00:00;DD;330456;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 330456 - Place de tir Police - Satigny
MCO;2025-09-16 00:00:00;DD;331043;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331043 + RAE 21-302 Installation ttt eaux - SRREC - Satigny
ASC;2024-05-22 00:00:00;DD;331056;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331056 Villa Lombard Odier
CT;2024-07-11 00:00:00;DD;331122;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331122 DD n°2 Pinchat Veyrier BHNS
GW;2024-05-27 00:00:00;DD;331180;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331180 recharge nappe Aire
MCO;2024-05-22 00:00:00;DD;331300;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331300 (ex DD114264 )+RAE 18-234 Gravière Epeisses
ASC;2024-05-07 00:00:00;DD;331360;Pregny-Chambésy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331360 MD ch. de la Riole
MCO;2024-03-21 00:00:00;DD;331561;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331561
ASC;2024-06-27 00:00:00;DD;331698;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331698 inst. chantier passerelle Mont-Blanc
CT;2025-01-07 00:00:00;DD;331803;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 331803 - Groupe scolaire Veyrier
MCO;2025-01-28 00:00:00;DD;332094;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 332094 Aménagements voirie et espaces végétalisés - future PDZI Rouettes
FST;2025-02-27 00:00:00;DD;332258;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 332258 3 immeubles logements - Chêne-Bourg
ASC;2024-06-26 00:00:00;DD;332281;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 332281 VVA Rive droite - Vieux Bureau
CT;2024-05-22 00:00:00;DD;332539;Genève;
ASC;;DD;332624;Genève;
ASC;2024-05-30 00:00:00;DD;332673;Grand-Saconnex;
MCO;2024-07-16 00:00:00;DD;332759;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 332759 Installation campus santé (bâtiment B3) - Meyrin
CT;2024-09-17 00:00:00;DD;333026;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 333026 Echangeur Pierre-Fatio
CT;2025-07-03 00:00:00;DD;333065;Chêne-Bourg;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 333065 Ch. de la Mousse Chêne-Bourg
MCO;2024-06-20 00:00:00;DD;333112;Meyrin;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 333112 Fermeture et agrandissement d'un couvert - atelier menuiserie
GW;2025-06-24 00:00:00;DD;333494;Lancy;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 333494 Bât Surville 8
PRA;2025-06-12 00:00:00;DD;333834;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 333834 - exutoire Arve - Veyrier
MBA;2025-02-11 00:00:00;DD;334175;;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 334175 Création d'une desserte - Confignon
GW;2025-02-10 00:00:00;DD;335109;Intercommunal;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335109 Tunnel Praille
GW;2025-01-24 00:00:00;DD;335140;Carouge;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335140 Carrefour Jolivet
ASC;2024-11-28 00:00:00;DD;335201;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335201 - Givaudan bât admin et labos - Vernier
PRA;2025-02-17 00:00:00;DD;335300;Veyrier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335300 BHNS Pinchat - DD no 4
FST;2025-02-18 00:00:00;DD;335465;Cologny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335465 batiment principal - Nautique
FST;2025-12-09 00:00:00;DD;335500;Cologny;
MBA;2025-12-04 00:00:00;DD;335542;Chêne-Bougeries;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335542 Mise en place d'armoires électriques
PRA;2025-02-11 00:00:00;DD;335564;Hermance;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335564 Construction deux immeubles de logements - Hermance
MBA;2025-01-30 00:00:00;DD;335590;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335590 Construction de 8 immeubles_Bernex
MCO;2025-06-26 00:00:00;DD;335694;Dardagny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335694 CERN_Forage JURA1_03
MCO;2025-04-23 00:00:00;DD;335695;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335695 CERN_Forage JURA1_07
MCO;2025-06-30 00:00:00;DD;335696;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335696 CERN_Forage JURA1_11
MCO;2025-03-05 00:00:00;DD;335697;Dardagny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335697 CERN_Forage JURA1_05
MCO;2025-04-23 00:00:00;DD;335698;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335698 CERN_Forage JURA1_10
MCO;2025-04-23 00:00:00;DD;335699;Dardagny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335699 CERN_Forage JURA1_04
MCO;2025-03-05 00:00:00;DD;335700;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335700 CERN_Forage JURA1_09
MCO;2025-02-06 00:00:00;DD;335775;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335775 - PS Pavillon
MCO;2025-02-06 00:00:00;DD;335823;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335823 Zimoga_Dessertes_Etape 1.1
MCO;2025-02-06 00:00:00;DD;335989;Vernier;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 335989 Zimoga_Dessertes_Etape 1.2
MCO;2025-03-18 00:00:00;DD;336130;Bernex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336130 CO St Mathieu
MCO;2025-06-30 00:00:00;DD;336215;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336215 CERN_Forage JURA1_08
MCO;2025-05-27 00:00:00;DD;336216;Collonge-Bellerive;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336216 CERN_Forage LAKE_04
MCO;2025-05-27 00:00:00;DD;336225;Bellevue;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336225 CERN_Forage LAKE01_02_03
ASC;2025-03-20 00:00:00;DD;336289;Genève;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336289 Concorde secteur T
PRA;2025-03-27 00:00:00;DD;336411;Grand-Saconnex;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336411 P47
MCO;2025-01-20 00:00:00;DD;336424;Bernex;
MCO;2025-03-27 00:00:00;DD;336428;Satigny;S:\UO5196\50_SERMA\04_SECTEUR_EE\02_EVAL_ENVIRO\DD\DD 336428 Modification altitude terrain gravière
